time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipProbability,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,date,precipIntensityMaxTime,precipType,precipAccumulation
1458360000,Partly cloudy throughout the day.,clear-day,1458385260,1458428940,0.39,0.0,0.0,0.0,46.1,1458419760,33.22,1458475080,45.6,1458419760,28.19,1458472500,19.4,0.42,1018.3,2.23,10.69,1458360000,333,0.3,5,1458406860,9.997,35.79,1458385380,46.1,1458419760,35.55,1458391920,45.6,1458419760,2016-03-19,,,
1458446400,Possible flurries overnight.,partly-cloudy-day,1458471600,1458515400,0.42,0.0,0.0005,0.16,41.69,1458503880,31.82,1458552720,38.88,1458514560,30.86,1458543720,18.5,0.48,1018.8,4.56,12.06,1458479460,55,0.74,4,1458499440,9.188,33.22,1458475080,41.69,1458503880,28.19,1458472500,38.88,1458514560,2016-03-20,1458529200.0,,
1458532800,Possible drizzle in the morning and afternoon.,snow,1458557880,1458601860,0.46,0.0015,0.0114,0.49,49.88,1458587040,34.4,1458637380,46.02,1458586920,31.09,1458637800,23.92,0.59,1010.8,4.79,20.51,1458590760,307,0.52,6,1458583080,8.235,31.82,1458552720,49.88,1458587040,30.86,1458543720,46.02,1458586920,2016-03-21,1458572880.0,snow,0.06
1458619200,Clear throughout the day.,clear-day,1458644160,1458688320,0.49,0.0,0.0,0.0,55.75,1458676860,45.84,1458719880,55.25,1458676860,44.34,1458712680,22.98,0.43,1019.0,4.99,14.46,1458672900,251,0.15,6,1458667140,9.997,34.4,1458637380,55.75,1458676860,31.09,1458637800,55.25,1458676860,2016-03-22,,,
1458705600,Partly cloudy throughout the day.,clear-day,1458730440,1458774780,0.52,0.0,0.0,0.0,70.71,1458769680,44.11,1458818280,70.21,1458769680,41.75,1458819780,35.1,0.47,1014.2,3.44,12.44,1458741780,242,0.25,6,1458751800,9.997,45.84,1458719880,70.71,1458769680,44.34,1458712680,70.21,1458769680,2016-03-23,,,
1458792000,Partly cloudy throughout the day.,partly-cloudy-day,1458816780,1458861240,0.55,0.0,0.0,0.0,53.88,1458845700,45.36,1458867480,53.38,1458845700,43.73,1458867420,39.33,0.71,1016.5,5.08,14.04,1458849600,76,0.52,5,1458836040,9.232,44.11,1458818280,53.88,1458845700,41.75,1458819780,53.38,1458845700,2016-03-24,,,
1458878400,Possible light rain in the afternoon.,rain,1458903060,1458947700,0.58,0.0012,0.0194,0.48,71.68,1458933120,37.9,1458990480,71.18,1458933120,35.52,1458989100,48.79,0.72,1007.7,3.58,12.51,1458961200,286,0.81,4,1458928560,7.459,45.61,1458881880,71.68,1458933120,46.1,1458881880,71.18,1458933120,2016-03-25,1458925380.0,rain,
1458964800,Clear throughout the day.,partly-cloudy-day,1458989340,1459034160,0.61,0.0,0.0,0.0,52.44,1459018380,42.39,1459058400,52.0,1459018200,40.81,1459037580,32.78,0.64,1024.9,4.32,14.15,1458964800,48,0.36,6,1459012560,9.997,37.9,1458990480,52.44,1459018380,35.52,1458989100,52.0,1459018200,2016-03-26,,,
1459051200,Drizzle overnight.,partly-cloudy-day,1459075680,1459120620,0.64,0.0,0.0,0.0,52.1,1459104720,42.31,1459153020,51.74,1459104480,40.14,1459162500,37.86,0.75,1027.2,2.94,11.63,1459105380,121,0.8,5,1459101540,9.997,42.39,1459058400,52.1,1459104720,42.04,1459079760,51.74,1459104480,2016-03-27,,,
1459137600,Light rain in the morning and afternoon.,rain,1459161960,1459207080,0.67,0.0144,0.0766,1.0,61.26,1459198980,43.63,1459250100,60.76,1459198980,40.13,1459252800,41.34,0.78,1006.7,5.38,27.3,1459204080,304,0.91,4,1459184460,6.853,42.31,1459153020,61.26,1459198980,40.14,1459162500,60.76,1459198980,2016-03-28,1459170000.0,rain,
1459224000,Clear throughout the day.,clear-day,1459248240,1459293540,0.7,0.0,0.0,0.0,52.92,1459281600,34.49,1459334520,52.42,1459281600,34.98,1459334520,22.78,0.39,1013.2,8.56,24.27,1459231380,310,0.27,7,1459270860,9.997,42.21,1459306800,52.92,1459281600,38.99,1459306800,52.42,1459281600,2016-03-29,,,
1459310400,Clear throughout the day.,clear-day,1459334580,1459380000,0.73,0.0,0.0,0.0,53.36,1459363320,46.4,1459394100,52.86,1459363320,44.69,1459393200,22.46,0.42,1025.5,3.13,14.4,1459365780,176,0.08,7,1459356840,9.997,34.49,1459334520,53.36,1459363320,34.98,1459334520,52.86,1459363320,2016-03-30,,,
1459396800,Partly cloudy throughout the day.,partly-cloudy-day,1459420860,1459466460,0.76,0.0,0.0,0.0,72.61,1459453080,61.24,1459476000,72.11,1459453080,61.73,1459476000,44.86,0.6,1014.5,4.95,19.37,1459441560,203,0.38,5,1459436880,9.997,46.51,1459396800,72.61,1459453080,45.01,1459399740,72.11,1459453080,2016-03-31,,,
1459483200,Light rain in the evening and overnight.,rain,1459507200,1459552920,0.8,0.0019,0.023,0.77,78.84,1459541580,52.54,1459598400,78.34,1459541580,53.03,1459598400,59.07,0.76,1002.6,4.35,18.29,1459526460,213,0.84,5,1459533480,9.639,62.39,1459483200,78.84,1459541580,62.88,1459483200,78.34,1459541580,2016-04-01,1459554840.0,rain,
1459569600,"Light rain until afternoon, starting again overnight.",rain,1459593480,1459639380,0.83,0.006,0.0515,1.0,54.08,1459624140,34.93,1459684800,53.58,1459624140,27.13,1459684800,44.19,0.72,999.4,2.64,11.64,1459631520,209,0.82,5,1459622820,9.591,48.78,1459609260,63.61,1459569600,48.94,1459652400,63.11,1459569600,2016-04-02,1459607760.0,rain,
1459656000,Possible drizzle in the morning.,rain,1459679760,1459725840,0.87,0.0053,0.0771,0.99,41.62,1459720620,36.38,1459753380,36.44,1459721880,33.82,1459753860,19.32,0.48,1005.2,8.26,31.34,1459684680,300,0.54,6,1459705140,9.813,33.99,1459689840,49.67,1459656000,24.91,1459688880,49.17,1459656000,2016-04-03,1459663260.0,rain,
1459742400,Light rain until evening.,rain,1459766100,1459812300,0.91,0.0148,0.0605,1.0,45.25,1459797240,25.64,1459853760,44.75,1459797240,18.52,1459853760,31.22,0.73,1012.5,3.09,15.29,1459818660,49,0.99,4,1459789140,7.861,31.61,1459825200,45.25,1459797240,26.42,1459825200,44.75,1459797240,2016-04-04,1459799820.0,rain,
1459828800,Clear throughout the day.,partly-cloudy-day,1459852380,1459898760,0.94,0.0,0.0,0.0,42.46,1459890960,27.46,1459936500,38.4,1459890360,27.95,1459936500,11.89,0.43,1024.2,6.17,18.51,1459861680,353,0.34,7,1459875600,9.997,25.64,1459853760,42.46,1459890960,18.52,1459853760,38.4,1459890360,2016-04-05,,,
1459915200,Partly cloudy throughout the day.,clear-day,1459938660,1459985220,0.98,0.0,0.0,0.0,47.13,1459968540,43.71,1459989720,43.14,1459962960,39.05,1459983600,19.27,0.46,1024.8,4.28,19.65,1459976040,167,0.25,7,1459961400,9.997,27.46,1459936500,47.13,1459968540,27.95,1459936500,43.43,1459998000,2016-04-06,,,
1460001600,Light rain in the afternoon.,rain,1460025000,1460071680,0.02,0.0048,0.0507,1.0,58.78,1460063880,43.31,1460113140,58.28,1460063880,40.75,1460113560,46.26,0.77,1002.6,4.76,20.46,1460052300,186,0.74,4,1460048340,9.354,44.75,1460001600,58.78,1460063880,45.24,1460001600,58.28,1460063880,2016-04-07,1460052660.0,rain,
1460088000,Mostly cloudy throughout the day.,partly-cloudy-day,1460111280,1460158140,0.06,0.0,0.0,0.0,46.96,1460130960,31.89,1460195700,43.81,1460131140,32.38,1460195700,29.95,0.55,1002.7,6.0,19.67,1460138700,268,0.56,4,1460133180,9.997,38.95,1460170800,51.64,1460088000,39.44,1460170800,51.14,1460088000,2016-04-08,,,
1460174400,Light rain in the afternoon and evening.,rain,1460197620,1460244600,0.1,0.0026,0.0215,0.96,43.3,1460214780,30.95,1460284980,40.63,1460213820,26.94,1460275440,28.59,0.67,1007.9,3.04,14.73,1460257200,15,0.71,4,1460221020,9.179,31.89,1460195700,43.3,1460214780,32.38,1460195700,40.63,1460213820,2016-04-09,1460228460.0,rain,
1460260800,Clear throughout the day.,clear-day,1460283900,1460331060,0.14,0.0,0.0,0.0,49.68,1460315580,41.98,1460353380,47.01,1460316780,38.88,1460348700,19.31,0.43,1024.3,5.12,15.76,1460260920,287,0.21,7,1460307060,9.997,30.95,1460284980,49.68,1460315580,26.94,1460275440,47.01,1460316780,2016-04-10,,,
1460347200,Possible drizzle in the evening.,rain,1460370180,1460417580,0.18,0.0005,0.0079,0.47,62.34,1460398020,53.99,1460441160,61.84,1460398020,54.48,1460441160,39.52,0.64,1020.9,4.8,12.85,1460369160,186,0.81,6,1460398020,9.992,41.98,1460353380,62.34,1460398020,38.88,1460348700,61.84,1460398020,2016-04-11,1460419200.0,rain,
1460433600,Light rain in the morning and afternoon.,rain,1460456520,1460504040,0.21,0.0066,0.0574,1.0,58.6,1460494200,39.05,1460544120,58.1,1460494200,39.6,1460547060,40.71,0.66,1017.1,5.16,16.36,1460501880,296,0.54,5,1460486880,9.158,45.1,1460477160,58.6,1460494200,42.9,1460475480,58.1,1460494200,2016-04-12,1460466660.0,rain,
1460520000,Clear throughout the day.,clear-day,1460542800,1460590500,0.25,0.0,0.0,0.0,55.7,1460581140,40.38,1460617740,55.2,1460581140,40.87,1460617740,28.03,0.48,1027.5,2.54,12.13,1460556720,32,0.04,8,1460566620,9.997,39.05,1460544120,55.7,1460581140,39.6,1460547060,55.2,1460581140,2016-04-13,,,
1460606400,Clear throughout the day.,clear-day,1460629140,1460676960,0.28,0.0,0.0,0.0,60.92,1460661720,38.76,1460713620,60.42,1460661720,39.25,1460713620,31.11,0.52,1027.0,2.63,9.89,1460668140,94,0.12,8,1460653080,9.997,40.38,1460617740,60.92,1460661720,40.87,1460617740,60.42,1460661720,2016-04-14,,,
1460692800,Clear throughout the day.,clear-day,1460715420,1460763420,0.31,0.0,0.0,0.0,62.64,1460753160,40.76,1460800740,62.14,1460753160,41.25,1460800740,31.37,0.52,1029.6,1.68,8.58,1460732640,92,0.01,8,1460739360,9.997,38.76,1460713620,62.64,1460753160,39.25,1460713620,62.14,1460753160,2016-04-15,,,
1460779200,Clear throughout the day.,clear-day,1460801760,1460849880,0.34,0.0,0.0,0.0,66.48,1460839860,41.52,1460887380,65.98,1460839860,42.01,1460887380,29.0,0.46,1030.2,2.58,10.83,1460814300,66,0.11,8,1460825880,9.997,40.76,1460800740,66.48,1460839860,41.25,1460800740,65.98,1460839860,2016-04-16,,,
1460865600,Clear throughout the day.,clear-day,1460888040,1460936340,0.37,0.0,0.0,0.0,71.89,1460924820,46.15,1460970300,71.39,1460924820,46.64,1460970300,34.4,0.49,1028.6,1.38,7.27,1460920680,144,0.04,8,1460912160,9.997,41.52,1460887380,71.89,1460924820,42.01,1460887380,71.39,1460924820,2016-04-17,,,
1460952000,Clear throughout the day.,clear-day,1460974380,1461022800,0.4,0.0,0.0,0.0,78.88,1461002640,57.57,1461062640,78.38,1461002640,58.06,1461062640,34.7,0.38,1021.7,2.02,10.3,1460991360,106,0.12,8,1460998320,9.997,46.15,1460970300,78.88,1461002640,46.64,1460970300,78.38,1461002640,2016-04-18,,,
1461038400,Clear throughout the day.,clear-day,1461060660,1461109260,0.43,0.0,0.0,0.0,70.75,1461092460,49.32,1461147240,70.25,1461092460,49.81,1461147240,34.97,0.35,1015.8,4.63,16.23,1461081900,334,0.25,8,1461085560,9.997,57.57,1461062640,70.75,1461092460,58.06,1461062640,70.25,1461092460,2016-04-19,,,
1461124800,Clear throughout the day.,clear-day,1461147000,1461195720,0.46,0.0,0.0,0.0,67.21,1461185460,45.93,1461232860,66.71,1461185460,46.42,1461232860,25.38,0.31,1022.9,3.67,13.0,1461165300,349,0.01,9,1461171360,9.997,49.32,1461147240,67.21,1461185460,49.81,1461147240,66.71,1461185460,2016-04-20,,,
1461211200,Clear throughout the day.,clear-day,1461233280,1461282180,0.49,0.0,0.0,0.0,71.41,1461272280,58.09,1461319380,70.91,1461272280,58.58,1461319380,38.93,0.47,1019.2,3.25,13.83,1461253920,216,0.14,9,1461257820,9.997,45.93,1461232860,71.41,1461272280,46.42,1461232860,70.91,1461272280,2016-04-21,,,
1461297600,Light rain overnight.,partly-cloudy-day,1461319620,1461368640,0.52,0.0,0.0,0.0,79.01,1461351660,60.88,1461409320,78.51,1461351660,61.5,1461409440,54.57,0.6,1011.9,2.79,9.45,1461354360,206,0.39,8,1461342420,9.989,58.09,1461319380,79.01,1461351660,58.58,1461319380,78.51,1461351660,2016-04-22,,,
1461384000,Light rain in the morning.,rain,1461405960,1461455100,0.56,0.0051,0.0362,0.99,69.15,1461441840,46.05,1461492180,68.65,1461441840,46.55,1461491880,51.3,0.67,1009.7,3.79,13.45,1461445980,344,0.66,7,1461434460,8.823,57.63,1461466800,69.8,1461384000,58.12,1461466800,69.3,1461384000,2016-04-23,1461398040.0,rain,
1461470400,Clear throughout the day.,clear-day,1461492240,1461541560,0.59,0.0,0.0,0.0,67.65,1461530700,48.65,1461564480,67.15,1461530700,49.14,1461564480,26.81,0.34,1016.8,3.22,9.8,1461499500,345,0.05,9,1461517200,9.997,46.05,1461492180,67.65,1461530700,46.55,1461491880,67.15,1461530700,2016-04-24,,,
1461556800,Light rain overnight.,partly-cloudy-day,1461578580,1461628020,0.62,0.0,0.0,0.0,66.26,1461613020,52.32,1461662760,65.76,1461613020,52.81,1461662760,42.56,0.58,1014.8,1.55,7.5,1461607200,112,0.41,8,1461606360,9.997,48.65,1461564480,66.26,1461613020,49.14,1461564480,65.76,1461613020,2016-04-25,,,
1461643200,Light rain until evening.,rain,1461664860,1461714480,0.65,0.0063,0.0641,0.97,61.04,1461693960,45.97,1461743460,60.54,1461693960,45.79,1461733680,49.76,0.83,1006.8,2.77,12.61,1461657600,63,0.86,5,1461691260,7.183,47.25,1461726000,61.04,1461693960,46.53,1461726000,60.54,1461693960,2016-04-26,1461660960.0,rain,
1461729600,Mostly cloudy throughout the day.,partly-cloudy-day,1461751200,1461800940,0.68,0.0,0.0,0.0,57.6,1461786060,47.56,1461831840,57.1,1461786060,47.66,1461841080,42.26,0.71,1012.4,2.45,10.65,1461792480,145,0.65,7,1461779640,9.997,45.97,1461743460,57.6,1461786060,45.79,1461733680,57.1,1461786060,2016-04-27,,,
1461816000,Partly cloudy throughout the day.,partly-cloudy-day,1461837540,1461887400,0.71,0.0,0.0002,0.03,56.26,1461861420,47.6,1461901260,55.76,1461861420,48.09,1461901260,33.67,0.53,1016.3,2.47,10.12,1461867960,113,0.43,8,1461862800,9.936,47.56,1461831840,56.26,1461861420,47.66,1461841080,55.76,1461861420,2016-04-28,1461884460.0,,
1461902400,Possible drizzle in the evening and overnight.,rain,1461923820,1461973920,0.75,0.0005,0.0056,0.63,55.75,1461952680,46.15,1462010160,55.25,1461952680,46.64,1462010160,36.61,0.59,1018.7,2.78,12.29,1461949080,97,1.0,4,1461948720,9.997,46.18,1461985200,55.75,1461952680,46.67,1461985200,55.25,1461952680,2016-04-29,1461985200.0,rain,
1461988800,Partly cloudy throughout the day.,rain,1462010160,1462060380,0.78,0.0001,0.0058,0.67,62.36,1462040100,48.52,1462104000,61.86,1462040100,49.01,1462104000,39.69,0.63,1022.5,2.08,8.3,1462050780,156,0.62,7,1462033140,9.997,46.15,1462010160,62.36,1462040100,46.64,1462010160,61.86,1462040100,2016-04-30,1461988800.0,rain,
1462075200,Light rain until evening.,rain,1462096500,1462146840,0.82,0.0064,0.0305,1.0,49.84,1462100400,44.57,1462164900,49.34,1462100400,44.55,1462158240,42.55,0.81,1021.4,2.01,8.94,1462119360,111,0.91,4,1462121460,7.789,45.01,1462158000,50.57,1462078740,44.56,1462158000,50.07,1462078740,2016-05-01,1462115040.0,rain,
1462161600,Light rain overnight.,partly-cloudy-day,1462182840,1462233300,0.85,0.0,0.0,0.0,58.88,1462228320,51.92,1462273380,58.38,1462228320,52.41,1462273380,47.88,0.89,1014.7,0.81,5.05,1462219320,118,0.84,4,1462207860,5.934,44.57,1462164900,58.88,1462228320,45.07,1462165080,58.38,1462228320,2016-05-02,1462201920.0,,
1462248000,Light rain in the morning and afternoon.,rain,1462269120,1462319760,0.89,0.0233,0.0968,1.0,54.95,1462309740,48.87,1462362360,54.45,1462309740,49.36,1462362360,51.1,0.93,1010.6,1.5,8.07,1462294320,69,1.0,4,1462294260,5.185,50.58,1462330800,54.95,1462309740,51.07,1462330800,54.45,1462309740,2016-05-03,1462270920.0,rain,
1462334400,Light rain in the afternoon and evening.,rain,1462355460,1462406220,0.93,0.0017,0.0182,0.76,52.16,1462371840,46.43,1462444920,51.66,1462371840,45.18,1462442700,46.88,0.88,1008.0,2.76,10.31,1462391700,61,1.0,4,1462380660,8.497,48.8,1462417200,52.16,1462371840,48.26,1462417200,51.66,1462371840,2016-05-04,1462395600.0,rain,
1462420800,Possible light rain overnight.,cloudy,1462441800,1462492680,0.97,0.0,0.0,0.0,57.28,1462481760,48.6,1462536000,56.78,1462481760,47.39,1462536000,44.83,0.77,1004.8,4.44,11.89,1462479060,39,1.0,4,1462467060,9.777,46.43,1462444920,57.28,1462481760,45.18,1462442700,56.78,1462481760,2016-05-05,,,
1462507200,Light rain until evening.,rain,1462528140,1462579140,0.01,0.0167,0.0683,1.0,53.43,1462564680,48.45,1462604760,52.93,1462564680,48.39,1462604460,47.39,0.89,1006.1,4.72,15.0,1462561500,72,1.0,4,1462553400,7.137,48.6,1462536540,53.6,1462507200,46.7,1462545600,53.1,1462507200,2016-05-06,1462539720.0,rain,
1462593600,Overcast throughout the day.,cloudy,1462614480,1462665600,0.05,0.0003,0.0027,0.35,57.88,1462658160,48.14,1462687800,57.38,1462658160,48.63,1462687800,49.15,0.89,1008.1,1.58,7.83,1462596540,89,0.91,4,1462639800,7.71,48.45,1462604760,57.88,1462658160,48.39,1462604460,57.38,1462658160,2016-05-07,1462622820.0,rain,
1462680000,Light rain in the morning.,rain,1462700820,1462752060,0.09,0.0043,0.0502,0.98,65.39,1462737660,46.68,1462781220,64.89,1462737660,47.17,1462781220,42.02,0.67,1006.2,3.22,21.29,1462732380,297,0.65,6,1462732440,7.986,48.14,1462687800,65.39,1462737660,48.63,1462687800,64.89,1462737660,2016-05-08,1462711800.0,rain,
1462766400,Partly cloudy throughout the day.,clear-day,1462787160,1462838520,0.12,0.0,0.0,0.0,72.74,1462821300,47.95,1462874400,72.24,1462821300,48.44,1462874400,38.82,0.46,1015.0,3.42,17.13,1462816500,266,0.31,9,1462812120,9.997,46.68,1462781220,72.74,1462821300,47.17,1462781220,72.24,1462821300,2016-05-09,,,
1462852800,Partly cloudy throughout the day.,clear-day,1462873500,1462924980,0.16,0.0,0.0,0.0,61.52,1462902540,47.54,1462959120,61.02,1462902540,48.03,1462959120,33.91,0.43,1022.6,2.28,10.28,1462906740,249,0.31,8,1462895760,9.997,47.95,1462874400,61.52,1462902540,48.44,1462874400,61.02,1462902540,2016-05-10,,,
1462939200,Clear throughout the day.,clear-day,1462959840,1463011440,0.2,0.0,0.0,0.0,74.38,1462996440,52.16,1463044260,73.88,1462996440,52.65,1463044260,42.45,0.52,1020.8,1.56,8.78,1463003220,180,0.15,9,1462983540,9.997,47.54,1462959120,74.38,1462996440,48.03,1462959120,73.88,1462996440,2016-05-11,,,
1463025600,Clear throughout the day.,clear-day,1463046180,1463097900,0.23,0.0,0.0,0.0,76.31,1463076600,55.82,1463120700,75.81,1463076600,56.31,1463120700,45.73,0.54,1018.8,1.68,9.1,1463079540,116,0.07,9,1463071860,9.957,52.16,1463044260,76.31,1463076600,52.65,1463044260,75.81,1463076600,2016-05-12,,,
1463112000,Light rain in the afternoon and evening.,rain,1463132520,1463184360,0.26,0.0066,0.053,0.97,64.65,1463148060,55.14,1463216400,64.15,1463148060,55.63,1463216400,56.84,0.86,1011.0,0.91,6.79,1463158740,169,0.82,5,1463156460,7.538,55.82,1463120700,64.65,1463148060,56.31,1463120700,64.28,1463187000,2016-05-13,1463172060.0,rain,
1463198400,Partly cloudy throughout the day.,partly-cloudy-day,1463218860,1463270820,0.29,0.0002,0.0023,0.34,72.75,1463243160,48.13,1463306700,72.25,1463243160,45.74,1463307480,54.1,0.73,1006.3,2.79,14.9,1463266080,209,0.54,7,1463238180,9.656,55.14,1463216400,72.75,1463243160,55.63,1463216400,72.25,1463243160,2016-05-14,1463270100.0,rain,
1463284800,Mostly cloudy throughout the day.,partly-cloudy-day,1463305200,1463357280,0.32,0.0,0.0,0.0,55.52,1463345220,41.88,1463386260,55.02,1463345220,38.74,1463393760,36.11,0.55,1008.6,6.4,18.56,1463350320,284,0.61,5,1463328060,9.997,45.97,1463367600,58.23,1463284800,43.33,1463367600,57.73,1463284800,2016-05-15,,,
1463371200,Clear throughout the day.,clear-day,1463391540,1463443740,0.35,0.0,0.0,0.0,66.69,1463437260,54.4,1463479140,66.19,1463437260,54.89,1463479140,30.72,0.43,1017.3,5.85,19.77,1463413740,281,0.16,9,1463418900,9.991,41.88,1463386260,66.69,1463437260,38.74,1463393760,66.19,1463437260,2016-05-16,,,
1463457600,Overcast throughout the day.,partly-cloudy-day,1463477880,1463530200,0.38,0.0,0.0,0.0,66.34,1463505360,50.98,1463555760,65.84,1463505360,51.47,1463555760,42.66,0.57,1021.2,2.76,10.67,1463510820,231,0.7,6,1463504280,9.997,54.13,1463540400,66.34,1463505360,54.62,1463540400,65.84,1463505360,2016-05-17,,,
1463544000,Mostly cloudy throughout the day.,partly-cloudy-day,1463564220,1463616660,0.41,0.0,0.0004,0.17,67.19,1463594820,53.31,1463644980,66.69,1463594820,53.8,1463644980,43.04,0.6,1019.8,2.11,9.52,1463590740,111,0.66,8,1463593800,9.962,50.98,1463555760,67.19,1463594820,51.47,1463555760,66.69,1463594820,2016-05-18,1463626800.0,,
1463630400,Mostly cloudy throughout the day.,partly-cloudy-day,1463650560,1463703120,0.44,0.0,0.0005,0.1,70.44,1463677440,51.18,1463737380,69.94,1463677440,51.67,1463737380,46.01,0.61,1018.9,1.46,9.27,1463685540,176,0.76,6,1463674560,9.997,53.31,1463644980,70.44,1463677440,53.8,1463644980,69.94,1463677440,2016-05-19,1463630400.0,,
1463716800,Clear throughout the day.,clear-day,1463736900,1463789580,0.47,0.0,0.0,0.0,75.85,1463771940,52.28,1463824020,75.35,1463771940,52.77,1463824020,43.17,0.5,1022.6,1.87,8.38,1463770920,189,0.08,10,1463763180,9.997,51.18,1463737380,75.85,1463771940,51.67,1463737380,75.35,1463771940,2016-05-20,,,
1463803200,Light rain in the evening and overnight.,rain,1463823300,1463876040,0.5,0.0005,0.0068,0.67,64.25,1463850300,52.66,1463911860,63.75,1463850300,53.15,1463911860,47.16,0.64,1018.3,1.3,8.83,1463856060,119,0.61,7,1463849880,9.943,52.28,1463824020,64.25,1463850300,52.77,1463824020,63.75,1463850300,2016-05-21,1463875200.0,rain,
1463889600,Drizzle in the morning.,rain,1463909640,1463962500,0.54,0.0026,0.0176,0.96,69.23,1463945880,51.89,1463995800,68.73,1463945880,52.38,1463995800,50.95,0.73,1009.9,1.57,6.63,1463939640,58,0.91,5,1463933640,9.941,52.66,1463911860,69.23,1463945880,53.15,1463911860,68.73,1463945880,2016-05-22,1463889960.0,rain,
1463976000,Possible drizzle overnight.,partly-cloudy-day,1463995980,1464048900,0.57,0.0003,0.0059,0.26,75.11,1464025500,57.72,1464084720,74.61,1464025500,58.21,1464084720,52.42,0.69,1012.2,1.64,8.68,1464023580,151,0.42,8,1464017340,9.689,51.89,1463995800,75.11,1464025500,52.38,1463995800,74.61,1464025500,2016-05-23,1464044460.0,rain,
1464062400,Drizzle in the morning.,rain,1464082380,1464135360,0.6,0.0039,0.015,0.85,73.71,1464119700,57.38,1464169080,73.21,1464119700,57.87,1464169080,56.07,0.76,1012.8,1.0,5.53,1464113040,294,0.91,5,1464110100,9.315,57.72,1464084720,73.71,1464119700,58.21,1464084720,73.21,1464119700,2016-05-24,1464080280.0,rain,
1464148800,Clear throughout the day.,clear-day,1464168720,1464221820,0.63,0.0,0.0,0.0,88.81,1464203580,68.4,1464256380,88.31,1464203580,68.89,1464256380,50.15,0.48,1017.0,2.02,10.54,1464206100,266,0.04,10,1464194640,9.746,57.38,1464169080,88.81,1464203580,57.87,1464169080,88.31,1464203580,2016-05-25,,,
1464235200,Clear throughout the day.,clear-day,1464255060,1464308280,0.66,0.0,0.0,0.0,90.66,1464285960,69.3,1464332520,90.16,1464285960,69.79,1464332520,54.16,0.44,1017.9,1.94,9.55,1464293520,194,0.09,10,1464278460,9.88,68.4,1464256380,90.66,1464285960,68.89,1464256380,90.16,1464285960,2016-05-26,,,
1464321600,Partly cloudy throughout the day.,partly-cloudy-day,1464341460,1464394740,0.7,0.0,0.0,0.0,84.38,1464365340,68.85,1464429000,86.12,1464365520,69.47,1464428940,63.42,0.65,1017.2,2.21,10.77,1464375660,165,0.37,10,1464367980,9.632,69.3,1464332520,84.38,1464365340,69.79,1464332520,86.12,1464365520,2016-05-27,,,
1464408000,Clear throughout the day.,clear-day,1464427800,1464481200,0.73,0.0,0.0,0.0,90.1,1464458460,68.58,1464515460,93.03,1464458400,69.07,1464515460,65.06,0.63,1019.0,2.82,10.44,1464458940,209,0.23,10,1464451560,9.915,68.85,1464429000,90.1,1464458460,69.47,1464428940,93.03,1464458400,2016-05-28,1464473580.0,,
1464494400,Rain overnight.,clear-day,1464514200,1464567600,0.77,0.0,0.0,0.0,86.86,1464544320,67.2,1464606780,87.39,1464543900,68.62,1464606780,62.32,0.63,1019.4,2.55,11.72,1464548700,174,0.18,9,1464544200,9.919,68.58,1464515460,86.86,1464544320,69.07,1464515460,87.39,1464543900,2016-05-29,,,
1464580800,Rain in the morning.,rain,1464600540,1464654060,0.8,0.0257,0.1586,1.0,80.38,1464630840,68.89,1464684360,82.75,1464631080,70.36,1464684540,67.99,0.85,1014.9,1.76,7.64,1464656400,199,0.8,7,1464627540,7.923,67.2,1464606780,80.38,1464630840,68.62,1464606780,82.75,1464631080,2016-05-30,1464588480.0,rain,
1464667200,Partly cloudy throughout the day.,partly-cloudy-day,1464686940,1464740520,0.84,0.0,0.0,0.0,82.85,1464718560,65.69,1464771480,83.48,1464720960,66.2,1464771540,64.97,0.72,1013.8,1.77,9.22,1464721920,172,0.48,9,1464714720,9.771,68.89,1464684360,82.85,1464718560,70.36,1464684540,83.48,1464720960,2016-05-31,,,
1464753600,Clear throughout the day.,clear-day,1464773280,1464826980,0.88,0.0,0.0,0.0,82.38,1464801060,61.11,1464861540,81.88,1464801060,61.6,1464861540,57.68,0.59,1018.1,2.47,10.82,1464816000,108,0.2,9,1464800340,9.975,65.69,1464771480,82.38,1464801060,66.2,1464771540,81.88,1464801060,2016-06-01,,,
1464840000,Clear throughout the day.,partly-cloudy-day,1464859680,1464913380,0.92,0.0,0.0,0.0,71.98,1464893220,62.36,1464944400,71.68,1464893520,63.01,1464944400,59.26,0.78,1019.8,2.8,10.18,1464904620,116,0.33,9,1464889380,9.839,61.11,1464861540,71.98,1464893220,61.6,1464861540,71.68,1464893520,2016-06-02,,,
1464926400,Possible drizzle in the morning.,rain,1464946080,1464999840,0.96,0.0007,0.0067,0.64,69.24,1464988740,64.08,1465020420,69.21,1464988680,65.03,1465020300,61.56,0.87,1017.6,0.99,4.76,1464980220,151,0.99,5,1464972060,7.847,62.36,1464944400,69.24,1464988740,63.01,1464944400,69.21,1464988680,2016-06-03,1464961920.0,rain,
